no,kod_masco,tajuk_pekerjaan
3038,4321-39,Penyelenggara Stor Gred K1
3039,4321-40,Jurumovan Gred K1
3040,4322,Kerani Pengeluaran
3041,4322-01,Kerani Pengeluaran
3042,4322-02,Kerani Kawalan Pengeluaran
3043,4322-03,Kerani Operasi
3044,4322-04,Kerani Ladang
3045,4322-05,Kerani Kejuruteraan
3046,4322-09,Kerani Pembelian Belian
3047,4322-11,Kerani Perolehan
3048,4322-12,Kerani Pengurusan Pesanan
3049,4322-14,Kerani Penyelenggaraan
3050,4322-17,Kerani Perancangan Bahan
3051,4322-18,Kerani Pesanan Bahan
3052,4322-20,Kerani Perkakas
3053,4322-21,Kerani Perkhidmatan
3054,4322-22,Kerani Tapak
3055,4322-23,Kerani Loji Janakuasa
3056,4322-24,Kerani Perancangan Pengeluaran
3057,4322-25,Kerani Juruteknik
3058,4322-26,Kerani Penyelenggara Kemudahan Prasarana
3059,4322-28,Kerani Jaminan Kualiti
3060,4322-29,Kerani Kawalan Kuantiti
3061,4322-30,Kerani Jadual (Bahan)
3062,4322-31,Pembantu Jaminan Mutu Gred K1
3063,4322-32,Pembantu Jaminan Mutu
3064,4323,Kerani Pengangkutan
3065,4323-01,Kerani Logistik
3066,4323-02,Kerani Pengangkutan
3067,4323-05,"Kerani Kawalan, Perkhidmatan Kereta api"
3068,4323-08,Penjaga Yard Kereta Api
3069,4323-09,"Inspektor, Perkhidmatan Pengangkutan Jalan"
3070,4323-10,Inspektor Perkhidmatan Bas
3071,4323-11,"Kerani Kawalan, Perkhidmatan Pengangkutan Jalan"
3072,4323-13,"Kerani Penghantaran, Pengangkutan Jalan"
3073,4323-15,Kerani Operasi Pengangkutan Udara
3074,4323-21,Jurudermaga
3075,4323-23,Pegawai Feri
3076,4323-24,Pengawal Apungan
3077,4323-25,"Kerani Kawalan, Perkhidmatan Pengangkutan Laut"
3078,4323-26,"Kerani Penghantaran, Bot"
3079,4323-27,"Kerani Penghantaran, Saluran Paip Gas"
3080,4323-28,"Kerani Penghantaran, Saluran Paip Minyak"
3081,4323-29,Koordinator Perkapalan
3082,4323-31,Inspektor Perkeranian Perkhidmatan Pengangkutan Kereta Api
3083,4323-32,Kerani Pengangkutan Barangan Kereta Api
3084,4323-33,Pegawai Tuntutan Kereta Api
3085,4323-34,Pengawal Perkeranian Perkhidmatan Kereta Api
3086,4323-35,Pembantu Logistik
3087,44,Pekerja Sokongan Perkeranian Lain
3088,441,Pekerja Sokongan Perkeranian Lain
3089,4411,Kerani Perpustakaan
3090,4411-01,Pembantu Tadbir (Perpustakaan) Gred 21
3091,4411-02,Pembantu Eksekutif (Perpustakaan) Gred 3
3092,4411-06,Pembantu Pustakawan Gred S19
3093,4411-07,Pembantu Perpustakaan
3094,4412,Kerani Pengedaran Dan Pengisihan Mel
3095,4412-01,Posmen
3096,4412-02,"Kerani, Mel Penghantaran"
3097,4412-03,"Pembantu, Mel Penghantaran"
3098,4412-04,Penghantar Proses
3099,4412-05,Penghantar Saman
3100,4412-06,Kerani Mel Pengasingan
3101,4412-07,"Kerani Kawalan, Depot Mel"
3102,4412-08,"Kerani Kawalan, Mel"
3103,4412-09,"Kerani Kawalan, Perkhidmatan Pos"
3104,4412-10,"Kerani, Mel"
3105,4412-12,"Kerani, Senarai Mel"
3106,4413,"Kerani Pengekodan, Pembacaan Pruf Dan Yang Berkaitan"
3107,4413-01,Kerani Pembacaan Pruf
3108,4413-03,Kerani Penerbitan
3109,4413-04,Kerani Pengekodan
3110,4413-05,Pembantu Penerbitan Gred N19
3111,4414,Jurutulis Dan Pekerja Yang Berkaitan
3112,4414-01,Penulis Petisyen
3113,4414-02,Penulis Awam
3114,4414-03,Jurutulis
3115,4415,Kerani Pemfailan Dan Penyalinan
3116,4415-01,Kerani Pemfailan
3117,4415-09,"Pembantu Dokumen, Pengilangan Makanan Halal"
3118,4415-10,"Kerani Dokumen, Operasi Logistik Halal"
3119,4416,Kerani Personel
3120,4416-01,Kerani Pekerjaan
3121,4416-02,Kerani Hal Ehwal Am
3122,4416-03,Kerani Personel
3123,4416-05,Pembantu Personel
3124,4416-06,Kerani Mesin Cetak Alamat
3125,4416-07,Kerani Pendaftaran
3126,4416-08,Kerani Pengelasan
3127,4416-09,Kerani Probet
3128,4416-10,Pembantu Sumber Manusia
3129,4416-11,Pembantu Pembelajaran dan Pembangunan
3130,4419,Pekerja Sokongan Perkeranian Lain Yang Tidak Dikelaskan Di Mana-Mana
3131,4419-01,Pembantu Pakaian
3132,4419-02,Kerani Keselamatan
3133,4419-03,Pembantu Tadbir (Undang-Undang) Gred L19
3134,4419-04,Pembantu Syariah Gred LS19
3135,4419-05,Bentara Parlimen Gred N11
3136,4419-06,Pembantu Operasi Gred N11
3137,4419-07,Pembantu Hal Ehwal Islam Gred S19
3138,4419-08,Pembantu Perhubungan Perusahaan Gred S19
3139,4419-09,Pembantu Penilaian Gred W19
3140,4419-10,Pembantu Pembangunan Masyarakat Gred S19
3141,4419-11,Pembantu Penyelidik Sosial Gred N19
3142,4419-12,Pembantu Antidadah Gred S19
3143,4419-14,Pembantu Belia dan Sukan Gred S19
3144,4419-15,Pembantu Tadbir (Penaksiran) Gred 21
3145,4419-16,Pembantu Pegawai Cukai Penganggar
3146,4419-17,Pembantu Pegawai Eksais
3147,4419-20,Pembantu Operasi Gred 9
3148,4419-21,Pembantu Operasi
3150,51,Pekerja Perkhidmatan Peribadi
3151,511,"Atendan Perjalanan, Konduktor, Dan Pemandu Perjalanan"
3152,5111,Atendan Perjalanan Dan Pelayan Perjalanan
3153,5111-06,Pramugara/Pramugari
3154,5111-09,Kru Penerbangan
3155,5111-12,Kru Bas Bergerak Gred K3
3156,5111-13,Kru Belon Udara Panas
3157,5111-14,Penyedia Kerja Perjalanan
3158,5112,Konduktor Pengangkutan
3159,5112-02,Inspektor Tiket
3160,5112-06,Pengawal Kereta api Penumpang
3161,5112-07,Pengawal Landasan
3162,5112-08,Konduktor Pengangkutan
3163,5113,Pemandu Perjalanan
3164,5113-01,Pemandu Pelancong
3165,5113-06,Pengiring Lawatan
3166,512,Tukang Masak
3167,5121,Tukang Masak
3168,5121-01,Tukang Masak
3169,5121-02,"Tukang Masak, Perkhidmatan Hotel dan Katering"
3170,5121-03,"Tukang Masak, Perkhidmatan Persendirian"
3171,5121-04,"Tukang Masak, Pengetinan dan Pengawetan Makanan"
3172,5121-05,Pembantu Barbekiu
3173,5121-06,Pembantu Jurumasak
3174,5121-07,Pembantu Tukang Masak
3175,5121-08,Tukang Masak Kapal
3176,5121-09,Tukang Masak Gred K1
3177,5121-10,Pembantu Kulinari
3178,5121-11,Pembantu Penyediaan Makanan Gred N19
3179,5121-12,Ketua Tukang Masak
3180,513,Pelayan Dan Pelayan Bar
3181,5131,Pelayan
3182,5131-03,Pelayan Bankuet
3183,5131-04,Penyelia Makanan dan Minuman
3184,5131-05,Penyelia Outlet
3185,5131-06,Penyelia Restoran
3186,5131-08,"Pekerja Makanan dan Minuman, Perkhidmatan Bilik"
3187,5131-10,Barista
3188,5131-11,Pramusaji Gred K3
3189,5132,Pelayan Bar
3190,5132-01,Pelayan Bar
3191,5132-02,Pembantu Pelayan Bar
3192,514,"Pendandan Rambut, Jurusolek Dan Pekerja Yang Berkaitan"
3193,5141,Pendandan Rambut
3194,5141-02,Pendandan Rambut
3195,5141-03,Tukang Gunting Rambut
3196,5142,Jurusolek Dan Pekerja Yang Berkaitan
3197,5142-01,Jurusolek Gred B19
3198,5142-02,Jurusolek
3199,5142-04,Jurukecantikan Tangan
3200,5142-05,Jurukecantikan Kaki dan Kuku
3201,5142-08,Juruterapi Kecantikan dan Kesihatan
3202,5142-09,Juruterapi Spa
3203,5142-10,Perunding Pelangsingan Badan
3204,5142-11,Jurusolek Gred B21
3205,5142-12,Jurusolek Gred B25
3206,5142-13,Jurusolek Gred B27
3207,5142-14,Konsultan Kecantikan
3208,515,Penyelia Bangunan Dan Pengemasan
3209,5151,"Penyelia Pencucian Dan Pengemasan Di Pejabat, Hotel Dan Pertubuhan Lain"
3210,5151-01,Penyelia Bankuet Hotel dan Penginapan
3211,5151-02,Penyelia Tingkat Hotel dan Penginapan
3212,5151-03,Penyelia Pengemasan
3213,5151-11,Pelayan Bilik
3214,5152,Jurukemas Domestik
3215,5152-02,Pelayan Besar
3216,5152-05,Pembantu Linen
3217,5152-06,Jurukemas
3218,5153,Penjaga Bangunan
3219,5153-01,Penyelia Asrama Gred N19
3220,5153-02,Penjaga Bangunan
3221,5153-06,Penjaga Gereja
3222,5153-07,Siak/Noja
3223,5153-09,Janitor
3224,5153-10,Penyelia Kem
3225,5153-11,Pembantu Tadbir Asrama
3226,5153-12,Warden
3227,516,Pekerja Perkhidmatan Peribadi Lain
3228,5161,"Ahli Nujum, Tukang Tilik Dan Pekerja Yang Berkaitan"
3229,5161-01,Ahli Nujum
3230,5161-03,Tukang Tilik
3231,5162,Pengiring Dan Pelayan
3232,5162-01,Dang Pewara
3233,5162-02,Juruiring
3234,5163,Pekerja Pengebumian Dan Perapian Mayat
3235,5163-01,Atendan Rumah Mayat
3236,5163-02,Pekerja Urusan Pengebumian
3237,5163-04,Kusangren (Peratap Upahan)
3238,5163-06,Penggali Kubur
3239,5164,Perapi Haiwan Peliharaan Dan Penjaga Haiwan
3240,5164-01,Penjaga Haiwan
3241,5164-02,"Penjaga Di Zoo, Taman Burung dan Akuatik"
3242,5164-03,Penjaga Zoo
3243,5164-04,Pekerja Veterinar
3244,5165,Pengajar Pemanduan
3245,5165-01,Pengajar Pemanduan
3246,5169,Pekerja Perkhidmatan Peribadi Yang Tidak Dikelaskan Di Mana-Mana
3247,5169-01,Penganjur Kelab
3248,5169-02,Pegawai Perhubungan Pelanggan
3249,5169-03,Kru Acara
3250,52,Pekerja Jualan
3251,521,Jurujual Tepi Jalan Dan Pasar
3252,5211,Jurujual Di Gerai Dan Pasar
3253,5211-04,Jurujual Kaunter Promoter
3254,5211-09,Vendor Gerai/Pasar
3255,5211-13,Jurujual (Gerai/Promoter) Gred K2
3256,5212,Jurujual Makanan Di Tepi Jalan
3257,5212-01,Penjaja (Makanan)
3258,5212-02,Penjual Makanan Tepi Jalan
3259,522,Jurujual Kedai
3260,5221,Penjaga Kedai
3261,5221-01,Penjaga Kedai
3262,5221-02,Pekedai Runcit
3263,5221-03,Ejen Akhbar
3264,5222,Penyelia Kedai
3265,5222-01,Penyelia Kedai
3266,5222-02,Penyelia Jualan
3267,5222-03,Penyelia Pasar Raya
3268,5222-04,Penyelia Pembayaran
3269,5222-05,Penyelia (Gerai/Kiosk) Gred K1
3270,5223,Pembantu Jualan Di Kedai
3271,5223-01,Pembantu Jualan
3272,5223-02,Pembantu Kedai
3273,5223-08,Kerani Pentadbiran Jualan
3274,5223-14,Pembantu Runcit
3275,523,Juruwang Dan Kerani Tiket
3276,5231,Juruwang Dan Kerani Tiket
3277,5231-01,Juruwang
3278,5231-12,Kerani Pengeluaran Tiket (Kecuali Perjalanan)
3279,5231-19,Juruwang Gred K2
3280,524,Pekerja Jualan Lain
3281,5241,Model Fesyen Dan Model Lain
3282,5241-01,Model Fesyen
3283,5241-03,Model Artis
3284,5242,Penunjuk Cara Jualan
3285,5242-01,Penunjuk Cara
3286,5242-02,Promoter Jualan
3287,5242-03,Pedagang Jualan
3288,5242-04,Pempengaruh Media Sosial
3289,5243,Jurujual Pintu-Ke-Pintu
3290,5243-01,Jurujual Jualan Langsung
3291,5243-02,Jurujual Pintu-ke-Pintu
3292,5244,Jurujual Pusat Perhubungan
3293,5244-05,Telemarketer
3294,5244-06,Jurujual Pusat Perhubungan
3295,5245,Atendan Pam Dan Pusat Servis
3296,5245-01,Atendan Stesen Petrol
3297,5246,Atendan Kaunter Makanan
3298,5246-01,Atendan Kaunter Makanan
3299,5249,Pekerja Jualan Yang Tidak Dikelaskan Di Mana-Mana
3300,5249-01,Jurujual Sewa
3301,53,Pekerja Perkhidmatan Pendidikan Dan Sosial
3302,531,Pekerja Asuhan Kanak-Kanak Dan Pembantu Guru
3303,5311,Pekerja Asuhan Kanak-Kanak
3304,5311-01,Pekerja Asuhan Kanak-Kanak
3305,5312,Pembantu Guru
3306,5312-01,Pembantu Pengurusan Murid Gred N19
3307,5312-06,Pekerja Tadika
3308,5312-07,Pembantu Pegawai Latihan Gred E19
3309,5312-08,Pembantu Pegawai Latihan Vokasional DV19
3310,5312-10,Pembantu Pegawai Latihan Vokasional DV21
3311,532,Pekerja Penjagaan Diri Dalam Perkhidmatan Kesihatan
3312,5321,Pembantu Penjagaan Kesihatan
3313,5321-01,Pembantu Perawatan Kesihatan Gred U11
3314,5321-02,Pembantu Kesihatan Awam Gred U19
3315,5321-03,Pembantu Perawatan
3316,5321-06,Pembantu Pergigian
3317,5321-08,Pembantu Kelahiran (Klinik atau Hospital)
3318,5321-10,Pembantu Penjagaan Pesakit
3319,5321-11,Pembantu Psikiatri
3320,5321-12,Pembantu Peti Kecemasan
3321,5321-13,Pembantu Pengimbasan Perubatan
3322,5321-14,Phlebotomist
3323,5321-15,Pembantu Steril
3324,5322,Pekerja Penjagaan Diri Di Rumah
3325,5322-05,Pembantu Urus Rumah Gred K3
3326,5322-09,"Pembantu, Penjagaan Orang Tua (Rumah)"
3327,5322-10,Pekerja Penjagaan (Rumah)
3328,5322-12,"Pembantu, Penjagaan Bayi (Rumah)"
3329,5329,Pekerja Penjagaan Diri Dalam Perkhidmatan Kesihatan Yang Tidak Dikelaskandi Mana-Mana
3330,54,Pekerja Perkhidmatan Perlindungan
3331,541,Pekerja Perkhidmatan Perlindungan
3332,5411,Ahli Bomba
3333,5411-01,Pegawai Bomba Gred KB19
3334,5411-02,Pemadam Kebakaran
3335,5411-03,Pegawai Pencegahan Kebakaran
3336,5412,Pegawai Polis Rendah
3337,5412-01,Pegawai Rendah Polis dan Konstabel Sokongan Gred YT1
3338,5412-02,Pegawai Rendah dan Konstabel Orang Asli Gred YP1
3339,5412-03,Sukarelawan Polis
3340,5412-04,Peronda Polis
3341,5412-08,Koperal Polis
3342,5412-11,Pegawai Rendah Polis dan Konstabel Gred YA1
3343,5413,Pengawal Penjara
3344,5413-01,Pegawai Penjara Gred KA19
3345,5414,Pengawal Keselamatan
3346,5414-01,Pembantu Keselamatan Gred KP19
3347,5414-02,Pengawal Keselamatan Gred KP11
3348,5414-03,Pembantu Tadbir (Keselamatan) Gred 21
3349,5414-04,Pembantu Am (Pengawal Keselamatan) Gred 1
3350,5414-05,Pembantu Am (Keselamatan) Gred 1
3351,5414-06,Pengawal Aktiviti Perjudian
3352,5414-07,Pengawal Peribadi
3353,5414-08,Pengawal Jabatan Gedung Industri
3354,5414-09,Pengawal Keselamatan Persendirian
3355,5414-10,Pengawal
3356,5414-17,Penjaga Pintu
3357,5414-18,Ketua Pengawal Keselamatan
3358,5414-19,Pasukan Sukarelawan Malaysia (RELA)
3359,5414-20,Jaga Gred K3
3360,5415,Pegawai Dan Pembantu Imigresen/ Kastam
3361,5415-01,Pegawai Imigresen Gred KP19
3362,5415-02,Pembantu Penguasa Kastam Gred WK19
3363,5419,Pekerja Perkhidmatan Perlindungan Yang Tidak Dikelaskan Di Mana-Mana
3364,5419-01,Pegawai Lain-Lain Pangkat Penguat kuasa Maritim Gred T1
3365,5419-02,Warden Permainan
3366,5419-05,Penyiasat Perindustrian
3367,5419-06,Penyelia Rekreasi
3368,5419-07,Atendan Kolam Renang
3369,5419-08,Penyelamat
3370,5419-09,Juruselam Penyelamat
3371,5419-11,Warden Lalu lintas
3372,5419-12,Peronda Lebuhraya
3373,5419-13,Pengawal Trafik
3374,5419-14,Warden Kawalan Haiwan
3375,5419-15,Peronda Pantai
3376,5419-16,Pengawal Lintasan Jalan
3377,5419-17,Detektif Pasar Raya
3378,5419-18,Pembantu Penyiasatan KR17
3379,5419-19,Pengawas Pemulihan N1
3380,5419-20,Pembantu Pertahanan Awam Gred KP19
3381,5419-21,Pemeriksa Cap Jari Gred N19
3382,5419-22,Pembantu Pegawai Faedah Sosial
3383,5419-23,Pembantu Penguatkuasa Gred KP19
3384,5419-24,Pembantu Eksekutif (Penguatkuasaan) Gred L11
3385,5419-25,Pembantu Pegawai Pelesenan
3386,5419-29,Pembantu Pendaftaran Gred KP19
3387,5419-30,Pembantu Hidupan Liar Gred G11
3389,61,Pekerja Kemahiran Pertanian Dan Penternakan Berorientasikan Pasaran
3390,611,Pekebun Dan Penanam Tanaman Pasaran
3391,6111,Penanam Tanaman Ladang
3392,6111-01,Pekebun Tanaman Ladang
3393,6111-11,Pesawah Padi
3394,6111-12,Konduktor Lapangan dan Kilang Getah
3395,6111-13,Konduktor Lapangan Kelapa Sawit
3396,6111-14,Inspektor Kualiti Ladang
3397,6111-15,Mandor Ladang
3398,6111-17,Penggred Kelapa Sawit
3399,6111-18,Penyelia Ladang
3400,6111-19,Pekerja Kemahiran Pertanian (Tanaman ladang)
3401,6111-23,Pekebun buah-buahan
3402,6111-27,Pekebun Tanaman Berserat
3403,6111-32,Pekebun Buah-buahan Tropika
3404,6112,Penanam Pokok Renek
3405,6112-01,Pekebun Pokok Renek
3406,6113,"Pekebun, Penanam Hortikultur Dan Tapak Semaian"
3407,6113-01,Pekebun
3408,6113-06,Penggaya Bonsai
3409,6113-07,Pekebun Landskap
3410,6114,Penanam Tanaman Campuran
3411,6114-01,Pekebun Tanaman Campuran
3412,6115,Penanam Sayur-Sayuran
3413,6115-01,Pekebun Sayur-Sayuran
3414,612,Pengeluar Haiwan
3415,6121,Pengeluar Ternakan Dan Tenusu
3416,6121-01,Pembiak baka Haiwan Ternakan
3417,6121-03,Pekerja Kemahiran Ladang Ternakan Campuran
3418,6121-04,Pengeluar Haiwan Tenusu
3419,6121-09,Penternak
3420,6122,Pengeluar Ternakan Ayam Itik
3421,6122-03,Penternak Poltri
3422,6122-05,Pembiak baka Poltri
3423,6122-13,Operator Inkubator (Ladang Poltri)
3424,6122-14,"Penentu Jantina, Poltri"
3425,6123,Pemelihara Lebah Dan Ulat Sutera
3426,6123-01,Pemelihara Lebah
3427,6123-02,Penternak Lebah Madu
3428,6123-06,Penternak Ulat Sutera
3429,6129,Pengeluar Haiwan Dan Pekerja Berkaitan Yang Tidak Dikelaskan Di Mana-Mana
3430,6129-01,Pemvaksin Haiwan
3431,6129-02,Pekerja Inkubator
3432,6129-03,Penternak Ular
3433,6129-04,Penternak Buaya
3434,6129-05,Penternak Lintah
3435,6129-06,Penternak Cacing
3436,6129-07,Pembiak baka Reptilia
3437,6129-08,Pembiak baka Siput
3438,613,Pengeluar Tanaman Dan Haiwan Campuran
3439,6131,Pengeluar Tanaman Dan Haiwan Campuran
3440,6131-01,Peladang Hasil Campuran (Tanaman dan Penternakan)
3441,6131-02,Penternak (Ternakan Campuran)
3442,62,"Pekerja Kemahiran Perhutanan, Perikanan, Dan Perburuan Berorientasikan Pasaran"
3443,621,Pekerja Kemahiran Perhutanan Dan Yang Berkaitan
3444,6211,Pekerja Kemahiran Perhutanan Dan Yang Berkaitan
3445,6211-01,Pengawas Hutan Gred G19
3446,6211-02,Pembalak
3447,6211-04,Juruarah Balak
3448,6211-05,"Pemanjat Pokok Tinggi, Pembalakan"
3449,6211-06,Pembalak Bawah Air
3450,6211-09,Penggred Balak
3451,6211-11,Juruisyarat Pembalakan
3452,6211-12,Operator Yard
3453,6211-13,Operator Pencengkam Balak
3454,6211-14,Pekerja Kemahiran Perhutanan
3455,6211-15,Pembuat Rakit Balak
3456,6211-16,Pemeriksa Balak
3457,6211-17,Pengawas Hutan
3458,6211-19,Pengupas Balak
3459,6211-20,Penyelia Pembalakan
3460,6211-21,Pembakar Arang
3461,6211-22,Renjer Hutan Gred G19
3462,6211-23,Renjer Hutan
3463,622,"Pekerja Kemahiran Perikanan, Pemburu Dan Penjerat"
3464,6221,Pengeluar Perikanan Dan Akuakultur
3465,6221-01,Penternak Ternakan Air
3466,6221-02,Penternak Perikanan
3467,6221-03,Pemelihara Mutiara
3468,6221-04,Pekerja Kemahiran Ladang Ikan
3469,6221-05,Penanam Algae
3470,6221-06,Pekerja Kemahiran Ladang Makanan Laut
3471,6221-07,Penternak Ikan Hiasan
3472,6221-08,Penternak Ternakan Air Bercengkerang
3473,6221-09,Penternak Gamat
3474,6221-10,Penternak Penyu
3475,6221-11,Pengeluar Produk Hidupan Laut
3476,6221-12,Penternak Akuakultur
3477,6221-13,Penternak Makanan Laut
3478,6221-14,Penternak Tiram
3479,6221-15,Pembiak Mutiara
3480,6221-16,Pengeluar Keropok
3481,6221-17,Pengeluar Otak-Otak
3482,6221-18,Pengeluar Bebola Ikan
3483,6221-19,Pekerja Penetasan Ikan
3484,6221-20,Pembiak Ikan
3485,6221-21,Pengeluar Ikan Masin
3486,6222,Pekerja Kemahiran Perikanan Perairan Pedalaman Dan Pantai
3487,6222-01,Pekerja Penangkapan Ikan Laut atau Air Tawar
3488,6222-02,"Pekerja Perikanan, Pedalaman"
3489,6222-03,"Pekerja Perikanan, Pantai"
3490,6222-04,Penyelam Mutiara
3491,6222-05,Penyelam Tiram
3492,6222-06,Awak-Awak
3493,6223,Pekerja Kemahiran Perikanan Laut Dalam
3494,6223-01,Pekerja Perikanan Laut Dalam
3495,6224,Pemburu Dan Penjerat
3496,6224-01,Pemburu
3497,63,"Peladang, Nelayan, Pemburu, Dan Pemungut Berorientasikan Sara Diri"
3498,631,Peladang Tanaman Berorientasikan Sara Diri
3499,6311,Peladang Tanaman Berorientasikan Sara Diri
3500,6311-01,Penanam Tanaman Sara Diri
3501,632,Peladang Ternakan Berorientasikan Sara Diri
3502,6321,Peladang Ternakan Berorientasikan Sara Diri
3503,6321-01,Peladang Ternakan Sara Diri
3504,633,Peladang Tanaman Dan Ternakan Campuran Berorientasikan Sara Diri
3505,6331,Peladang Tanaman Dan Ternakan Campuran Berorientasikan Sara Diri
3506,6331-01,Peladang Tanaman dan Ternakan Campuran Sara Diri
3507,6331-02,"Penternak, Campuran dan Sara Diri"
3508,6331-03,"Pekerja Ladang, Kemahiran (Perladangan Sara Diri)"
3509,634,"Nelayan, Pemburu, Penjerat, Dan Pemungut Berorientasikan Sara Diri"
3510,6341,"Nelayan, Pemburu, Penjerat, Dan Pemungut Berorientasikan Sara Diri"
3511,6341-06,Pemungut Buah-Buahan Herba dan Sayur-Sayuran Hutan
3512,6341-13,"Pengutip, Pemburu"
3513,1,Tentera Darat Malaysia (TDM)
3514,11,Pegawai Tugas Ikhtisas (TDM)
3515,111,Pegawai Tugas Ikhtisas (Tdm)
3516,0111-01,Pegawai Perubatan
3517,0111-02,Pegawai Pergigian
3518,0111-03,Pegawai Farmasi
3519,12,Pegawai Tugas Am (TDM)
3520,121,Pegawai Tugas Am (Tdm)
3521,0121-01,Pegawai Rejimen Askar Melayu DiRaja (RAMD)
3522,0121-02,Pegawai Rejimen Renjer DiRaja (RRD)
3523,0121-03,Pegawai Kor Armor DiRaja (KAD)
3524,0121-04,Pegawai Rejimen Semboyan DiRaja (RSD)
3525,0121-05,Pegawai Rejimen Askar Jurutera DiRaja (RAJD)
3526,0121-06,Pegawai Rejimen Artileri Diraja (RAD)
3527,0121-07,Pegawai Kor Perkhidmatan Am (KPA)
3528,0121-08,Pegawai Kor Kesihatan DiRaja (KKD)
3529,0121-09,Pegawai Kor Polis Tentera DiRaja (KPTD)
3530,0121-10,Pegawai Kor Risik DiRaja (KRD)
3531,0121-11,Pegawai Kor Perkhidmatan DiRaja (KPD)
3532,0121-12,Pegawai Kor Ordnan DiRaja (KOD)
3533,0121-13,Pegawai Kor Jurutera Letrik dan Jentera DiRaja (KJLJD)
3534,0121-14,Pegawai Kor Agama Angkatan Tentera (KAGAT)
3535,0121-15,Pegawai Askar Wataniah (AW)
3536,0121-16,Pegawai Rejimen Sempadan (RS)
3537,13,Anggota Lain-Lain Pangkat (TDM)
3538,131,Anggota Lain-Lain Pangkat (Tdm)
3539,0131-01,Anggota Infantri
3540,0131-02,Anggota Senjata Bantuan Infantri
3541,0131-03,Anggota Pengurusan Pengangkutan
3542,0131-04,Krew Mekanize
3543,0131-05,Anggota Kerani Ketenteraan
3544,0131-06,Anggota Pentadbir Logistik
3545,0131-07,Jurulatih Jasmani (TDM)
3546,0131-08,Juru Rintis Serang
3547,0131-09,Krew Semboyan
3548,0131-10,Anggota Pancaragam (TDM)
3549,0131-11,Anggota Gerak Khas
3550,0131-12,Krew Armor
3551,0131-13,Juruteknik Komunikasi dan Informasi
3552,0131-14,Jurusistem Komunikasi dan Informasi
3553,0131-15,Jurukomunikasi Kombat Semboyan
3554,0131-16,Jurupelan
3555,0131-17,Juruukur
3556,0131-18,Penerap Bata
3557,0131-19,Jurukerja Paip
3558,0131-20,Jurulogam
3559,0131-21,Tukang Kayu dan Tanggam
3560,0131-22,Tukang Cat dan Hias
3561,0131-23,Pemandu Loji
3562,0131-24,Jurugegas Pembakaran Dalam dan Pam
3563,0131-25,Jurugegas Loji
3564,0131-26,Juruelektrik
3565,0131-27,Juruteknik Pemusnahan
3566,0131-28,Jurumeriam
3567,0131-29,Pemprosesan Data Balistik
3568,0131-30,Juruukur Artileri
3569,0131-31,Pengesan Artileri
3570,0131-32,Anggota Kawalan Tembakan
3571,0131-33,Anggota Meriam Pertahanan Udara
3572,0131-34,Jururadar
3573,0131-35,Kerani Perakaunan Ketenteraan
3574,0131-36,Jurusistem Perakaunan Ketenteraan
3575,0131-37,Pembantu Pendidikan
3576,0131-38,Wartawan Tempur
3577,0131-39,Paramedik
3578,0131-40,Penolong Pegawai Perubatan
3579,0131-41,Jururawat Terlatih
3580,0131-42,Penolong Pegawai Kesihatan Persekitaran
3581,0131-43,Juruteknologi Makmal Perubatan
3582,0131-44,Juru X-Ray
3583,0131-45,Penolong Pegawai Farmasi
3584,0131-46,Juruteknologi Pergigian
3585,0131-47,Jururawat Pergigian
3586,0131-48,Jurupulih Perubatan Anggota/Fisioterapi
3587,0131-49,Jurupulih Perubatan Cara kerja
3588,0131-50,Penolong Pegawai Veterinar
3589,0131-51,Anggota Polis Tentera
3590,0131-52,Anggota Keselamatan dan Risik Balas
3591,0131-53,Gerak Saraf Perang Saraf
3592,0131-54,Perisikan Imejeri
3593,0131-55,Perisikan Strategik
3594,0131-56,Operasi Human Intelligence
3595,0131-57,Operasi Perisikan Khas
3596,0131-58,Chef Tentera
3597,0131-59,Juruteknik Logistik
3598,0131-60,Juruteknik Peluru
3599,0131-61,Juruteknik Percetakan
3600,0131-62,Juruteknik Kejuruteraan Automatif
3601,0131-63,Juruteknik Kejuruteraan Elektronik
3602,0131-64,Juruteknik Kejuruteraan Senjata
3603,0131-65,Juruteknik Kejuruteraan Pembuatan
3604,0131-66,Juruteknik Kejuruteraan Kembalik
3605,0131-67,Juruteknik Kejuruteraan Avionik
